species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Chondrina kobeltoides,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,FE,22,28,11,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=303608 
Chondrina lusitanica,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,FE,6,6,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=303607 
Chondrina maginensis,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,FE,7,8,3,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=303382 
Chondrina marjae,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,FE,3,3,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1154189 
Chondrina massotiana,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,BOLD:FE,11,13,6,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=961229 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1154190 
Chondrina megacheilos,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,BOLD:FE,14,18,4,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=303605 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=900973 
Chondrina multidentata,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,FE,2,2,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=303604 
Chondrina oligodonta,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,FE,,,,FE,gap,
Chondrina pseudavenacea,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,FE,2,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1154192 
Chondrina ripkeni,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,FE,4,4,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=303603 
Chondrina soleri,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,BOLD:FE,4,4,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=961230 
Chondrina spelta,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,FE,1,1,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=900974 
Chondrina tatrica,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,FE,1,1,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=303601 
Chondrina tenuimarginata,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,BOLD:FE,12,12,8,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=303381 
Granaria braunii,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,BOLD:FE,1,1,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=303386 
Granaria frumentum,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,BOLD:FE:iNat,10,12,3,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=303385 
Granaria illyrica,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,BOLD,2,3,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=856584 
Granaria stabilei,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,BOLD:FE,4,5,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1057650 
Granaria variabilis,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,BOLD:FE,10,12,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=446940 
Graniberia braunii,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,BOLD,5,5,3,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1057925 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1057926 
Granopupa granum,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,BOLD:FE,5,5,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=303388 
Rupestrella dupotetii,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,FE,,,,FE,gap,
Rupestrella homala,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,FE,,,,FE,gap,
Rupestrella jaeckeli,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,FE,,,,,gap,
Rupestrella occulta,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,FE,1,1,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=303379 
Rupestrella philippii,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,FE,,,,FE,gap,
Rupestrella rhodia,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,FE,3,3,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=303380 
Rupestrella rupestris,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,FE,1,1,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=303378 
Solatopupa cianensis,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,BOLD:FE,9,11,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=106675 
Solatopupa guidoni,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,BOLD:FE,27,27,3,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=106674 
Solatopupa juliana,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,FE,3,3,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=106672 
Solatopupa pallida,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,FE,1,1,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=106673 
Solatopupa psarolena,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,BOLD:FE,8,14,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=106671 
Solatopupa similis,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,BOLD:FE,24,25,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=106670 
Abietinaria abietina,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,BOLD:WORMS,3,27,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=714418 
Abietinaria filicula,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,BOLD:WORMS,4,12,0,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=726286 
Abietinaria interversa,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,,,,WORMS,gap,
Abietinaria pulchra,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,,,,WORMS,gap,
Amphisbetia operculata,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,,,,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=593652 
Diphasia attenuata,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,,,,WORMS,gap,
Diphasia delagei,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,,,,,gap,
Diphasia fallax,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,BOLD:WORMS,1,14,0,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=714410 
Diphasia margareta,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,BOLD:WORMS,2,3,0,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=767052 
Diphasia nigra,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,,,,WORMS,gap,
Diphasia rosacea,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,BOLD:WORMS,4,10,0,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=971449 
Dynamena dalmasi,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,,,,WORMS,gap,
Dynamena disticha,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,1,25,0,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=954402 
Dynamena pumila,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,BOLD:WORMS,9,19,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=714414 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=593653 
Dynamena quadridentata,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,,,,WORMS,gap,
Hydrallmania falcata,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,BOLD:WORMS,0,18,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=714412 
Pericladium mirabilis,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,BOLD,0,4,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1133291 
Sertularella diaphana,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,BOLD,1,1,0,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=753993 
Sertularella gayi,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,BOLD:WORMS,3,9,0,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=726319 
Sertularella polyzonias,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,BOLD:WORMS,10,19,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=726320 
Sertularella rugosa,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,BOLD:WORMS,6,9,2,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=726321 
Sertularella tenella,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,BOLD:WORMS,3,6,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=726322 
Sertularia albimaris,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,,,,WORMS,gap,
Sertularia argentea,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,BOLD:WORMS,1,10,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=971455 
Sertularia cupressina,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,BOLD:WORMS,2,9,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=737699 
Sertularia fabricii,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,0,2,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1133293 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=593635 
Sertularia mediterranea,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,,,,,gap,
Sertularia plumosa,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,,,,WORMS,gap,
Sertularia robusta,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,,,,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=593637 
Sertularia schmidti,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,,,,,gap,
Sertularia tenera,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,BOLD:WORMS,0,1,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=726323 
Symplectoscyphus tricuspidatus,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,BOLD:WORMS,43,57,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=798792 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=593655 
Tamarisca tamarisca,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,BOLD:WORMS,0,2,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=726325 
Thuiaria alternitheca,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,,,,WORMS,gap,
Thuiaria articulata,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,BOLD:WORMS,0,2,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=726327 
Thuiaria breitfussi,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,,,,,gap,
Thuiaria carica,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,0,1,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1133294 
Thuiaria cupressoides,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,,,,,gap,
Thuiaria decemserialis,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,,,,WORMS,gap,
Thuiaria desmoides,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,,,,ITIS,gap,
Thuiaria hartlaubi,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,BOLD,1,3,0,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1133297 
Thuiaria hippuris,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,,,,,gap,
Thuiaria obsoleta,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,,,,WORMS,gap,
Thuiaria thuja,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,WORMS,0,3,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=593639 
Ablechroiulus acartus,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Ablechroiulus ciliatus,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Ablechroiulus crenatus,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Ablechroiulus cristatus,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Ablechroiulus gongyloides,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Ablechroiulus lacustris,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Ablechroiulus paraciliatus,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Ablechroiulus stercorarius,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Bursilla labiata,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Bursilla microbursaris,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Bursilla monhystera,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Bursilla paucipapillata,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Caenorhabditis briggsae,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,65,65,3,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=151910 
Caenorhabditis elegans,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,21,22,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=27260 
Caenorhabditis perrieri,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Caenorhabditis plicata,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,2,2,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=896285 
Caenorhabditis remanei,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,2,3,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=166828 
Cephaloboides curvicaudata,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Cephaloboides dimorpha,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Cephaloboides musicola,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Cephaloboides pseudoxycerca,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Cheilobus quadrilabiatus,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Coarctadera coarctata,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Coarctadera cylindrica,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Coarctadera cystilarva,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Coarctadera icosiensis,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Coarctadera kolbi,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Coarctadera par,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Coarctadera serrata,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Coarctadera tretzeli,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Coarctadera voelki,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Colporhabditis coronigera,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Cruznema tripartitum,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Discoditis maxima,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Dolichorhabditis carpathica,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Dolichorhabditis debilicauda,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Dolichorhabditis dolichura,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,0,1,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1142084 
Dolichorhabditis rara,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Litoditis marina,Nematoda,Chromadorea,Rhabditida,Rhabditidae,BOLD:FE,0,47,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1141361 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=166208 
Mesorhabditis anisomorpha,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Mesorhabditis belari,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Mesorhabditis graciliformis,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Mesorhabditis inarimensis,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Mesorhabditis irregularis,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Mesorhabditis juglandicola,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Mesorhabditis megachilis,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Mesorhabditis miotki,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Mesorhabditis oschei,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Mesorhabditis signifera,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Mesorhabditis spiculigera,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Mesorhabditis sudhausi,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Mesorhabditis tenuispicula,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Mesorhabditis ultima,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Oryctonema pentodonis,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Oscheius insectivora,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Oscheius koerneri,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Parasitorhabditis acuminati,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Parasitorhabditis ateri,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Parasitorhabditis autographi,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Parasitorhabditis bellifonti,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Parasitorhabditis bidentati,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Parasitorhabditis chalcographi,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Parasitorhabditis crenati,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Parasitorhabditis cryphalophila,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Parasitorhabditis curvidentis,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Parasitorhabditis dendroctoni,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Parasitorhabditis hectographi,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Parasitorhabditis ligniperdae,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Parasitorhabditis obtusa,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Parasitorhabditis opaci,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Parasitorhabditis palliati,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Parasitorhabditis piniperdae,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Parasitorhabditis sexdentati,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Parasitorhabditis subelongati,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Parasitorhabditis thornei,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Parasitorhabditis villosi,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Pellioditis buetschlii,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Pellioditis friderici,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Pellioditis guenini,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Pellioditis hartmanni,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Pellioditis insolita,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Pellioditis mediterranea,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,0,1,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=166207 
Pellioditis obesa,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Pellioditis pellio,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Pellioditis pellioides,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Pellioditis pseudodolichura,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Pellioditis typica,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Pellioditis viguieri,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Pelodera punctata,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Pelodera strongyloides,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Pelodera teres,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Phasmarhabditis hermaphrodita,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,4,44,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=82317 
Phasmarhabditis neopapillosa,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Phasmarhabditis papillosa,Nematoda,Chromadorea,Rhabditida,Rhabditidae,BOLD:FE,2,5,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1001154 
Poikilolaimus oxycerca,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,0,10,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=752523 
Poikilolaimus piniperdae,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Prodontorhabditis gracilis,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Prodontorhabditis parvus,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Protorhabditis cervi,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Protorhabditis elaphri,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Protorhabditis filiformis,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Protorhabditis macrovelata,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Protorhabditis oxyuroides,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Protorhabditis parvovelata,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Protorhabditis postneri,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Protorhabditis ruehmi,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Protorhabditis tristis,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Protorhabditis virgo,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Protorhabditis xylocola,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Rhabditella leptura,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Rhabditella octopleura,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Rhabditella pseudoelongata,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Rhabditella typha,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Rhabditis anomala,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Rhabditis blumi,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Rhabditis brassicae,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Rhabditis cucumeris,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,FE,gap,
Rhabditis erschowi,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Rhabditis gracilicauda,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Rhabditis guignardi,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Rhabditis heteruroides,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Rhabditis heterurus,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Rhabditis intermedia,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Rhabditis longicaudata,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Rhabditis luciani,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
Rhabditis marionis,Nematoda,Chromadorea,Rhabditida,Rhabditidae,FE,,,,,gap,
