species,Order,Family,source,speciemens barcoded,specimens,public BINs,verified by,status,BOLD taxid
Nebria rubicunda,Coleoptera,Carabidae,FE,1,2,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1133842 
Nebria rubripes,Coleoptera,Carabidae,BOLD:FE,1,2,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1133844 
Nebria rufescens,Coleoptera,Carabidae,BOLD:FE,42,52,5,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=460632 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=378262 
Nebria salina,Coleoptera,Carabidae,BOLD:FE:iNat,26,36,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=282695 
Nebria sobrina,Coleoptera,Carabidae,FE,,,,,gap,
Nebria speiseri,Coleoptera,Carabidae,FE,,,,FE,gap,
Nebria storkani,Coleoptera,Carabidae,FE,,,,,gap,
Nebria tatrica,Coleoptera,Carabidae,FE,,,,,gap,
Nebria taygetana,Coleoptera,Carabidae,FE,,,,,gap,
Nebria tenella,Coleoptera,Carabidae,FE,,,,FE,gap,
Nebria testacea,Coleoptera,Carabidae,FE,,,,FE,gap,
Nebria tibialis,Coleoptera,Carabidae,BOLD:FE,1,2,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1133865 
Nebria transsylvanica,Coleoptera,Carabidae,FE,,,,FE,gap,
Nebria uralensis,Coleoptera,Carabidae,FE,,,,,gap,
Nebria vanvolxemi,Coleoptera,Carabidae,FE,,,,,gap,
Nebria velebiticola,Coleoptera,Carabidae,FE,,,,,gap,
Nebria vuillefroyi,Coleoptera,Carabidae,FE,0,2,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1003645 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1003647 
Neotrechus amabilis,Coleoptera,Carabidae,FE,,,,FE,gap,
Neotrechus augustae,Coleoptera,Carabidae,FE,,,,,gap,
Neotrechus dalmatinus,Coleoptera,Carabidae,FE,,,,FE,gap,
Neotrechus ganglbaueri,Coleoptera,Carabidae,FE,,,,FE,gap,
Neotrechus hilfi,Coleoptera,Carabidae,FE,1,1,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=681332 
Neotrechus ivicensis,Coleoptera,Carabidae,FE,,,,,gap,
Neotrechus lonae,Coleoptera,Carabidae,FE,,,,FE,gap,
Neotrechus lupoglavensis,Coleoptera,Carabidae,FE,,,,,gap,
Neotrechus malissorum,Coleoptera,Carabidae,FE,,,,FE,gap,
Neotrechus muharnicensis,Coleoptera,Carabidae,FE,,,,,gap,
Neotrechus noesskei,Coleoptera,Carabidae,FE,,,,FE,gap,
Neotrechus oreophilus,Coleoptera,Carabidae,FE,,,,,gap,
Neotrechus ottonis,Coleoptera,Carabidae,FE,,,,FE,gap,
Neotrechus paganettii,Coleoptera,Carabidae,FE,,,,FE,gap,
Neotrechus parvicollis,Coleoptera,Carabidae,FE,,,,,gap,
Neotrechus setniki,Coleoptera,Carabidae,FE,,,,FE,gap,
Neotrechus silvaticus,Coleoptera,Carabidae,FE,,,,,gap,
Neotrechus speluncarius,Coleoptera,Carabidae,FE,,,,FE,gap,
Neotrechus striatipennis,Coleoptera,Carabidae,FE,,,,,gap,
Neotrechus suturalis,Coleoptera,Carabidae,FE,1,1,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=912806 
Neotrechus terrenus,Coleoptera,Carabidae,FE,,,,,gap,
Neotrechus weiratheri,Coleoptera,Carabidae,FE,,,,,gap,
Nesacinopus empiricus,Coleoptera,Carabidae,FE,,,,FE,gap,
Nesacinopus fortunatus,Coleoptera,Carabidae,FE,,,,FE,gap,
Nesacinopus micans,Coleoptera,Carabidae,FE,,,,FE,gap,
Nesacinopus pelagicus,Coleoptera,Carabidae,FE,,,,FE,gap,
Nesacinopus sanctaecrucis,Coleoptera,Carabidae,FE,,,,FE,gap,
Nesacinopus solitarius,Coleoptera,Carabidae,FE,,,,FE,gap,
Nesacinopus uyttenboogaarti,Coleoptera,Carabidae,FE,,,,FE,gap,
Nesarpalus cimensis,Coleoptera,Carabidae,FE,,,,FE,gap,
Nesarpalus gregarius,Coleoptera,Carabidae,FE,,,,FE,gap,
Nesarpalus solitarius,Coleoptera,Carabidae,BOLD,1,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=879782 
Nesarpalus vividus,Coleoptera,Carabidae,FE,,,,FE,gap,
Nomius pygmaeus,Coleoptera,Carabidae,FE,1,4,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=378561 
Notaphus dentellus,Coleoptera,Carabidae,FE,,,,,gap,
Notaphus ephippium,Coleoptera,Carabidae,FE,,,,FE,gap,
Notaphus niloticus,Coleoptera,Carabidae,FE,,,,FE,gap,
Notaphus obliquus,Coleoptera,Carabidae,FE,,,,FE,gap,
Notaphus ruthenus,Coleoptera,Carabidae,FE,,,,,gap,
Notaphus semipunctatus,Coleoptera,Carabidae,FE,,,,FE,gap,
Notaphus sibiricus,Coleoptera,Carabidae,FE,,,,,gap,
Notaphus starkii,Coleoptera,Carabidae,FE,,,,,gap,
Notaphus tinctus,Coleoptera,Carabidae,FE,,,,,gap,
Notaphus varius,Coleoptera,Carabidae,FE,,,,FE,gap,
Notiobia cupripennis,Coleoptera,Carabidae,FE,,,,,gap,
Notiophilus aestuans,Coleoptera,Carabidae,BOLD:FE,9,12,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=494824 
Notiophilus aquaticus,Coleoptera,Carabidae,BOLD:FE:iNat,45,58,3,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=330903 
Notiophilus biguttatus,Coleoptera,Carabidae,BOLD:FE:iNat,47,70,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=167827 
Notiophilus danieli,Coleoptera,Carabidae,FE,,,,FE,gap,
Notiophilus geminatus,Coleoptera,Carabidae,FE,,,,,gap,
Notiophilus germinyi,Coleoptera,Carabidae,BOLD:FE,16,20,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=371287 
Notiophilus interstitialis,Coleoptera,Carabidae,FE,,,,,gap,
Notiophilus laticollis,Coleoptera,Carabidae,FE,,,,FE,gap,
Notiophilus marginatus,Coleoptera,Carabidae,FE,,,,,gap,
Notiophilus palustris,Coleoptera,Carabidae,BOLD:FE:iNat,30,45,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=282696 
Notiophilus quadripunctatus,Coleoptera,Carabidae,BOLD:FE:iNat,5,5,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=801711 
Notiophilus reitteri,Coleoptera,Carabidae,BOLD:FE,2,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=515299 
Notiophilus rufipes,Coleoptera,Carabidae,BOLD:FE:iNat,15,23,3,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=282697 
Notiophilus substriatus,Coleoptera,Carabidae,BOLD:FE,17,21,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=398293 
Ocydromus abchasicum,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus aetolicus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus alticola,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus andreae,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus ascendens,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus atlanticus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus atrocaeruleus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus balcanicus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus brunnicornis,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus brunoi,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus bruxellensis,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus bualei,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus bugnioni,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus caligatus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus callosus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus cantalicus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus caricus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus cassolai,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus castaneipennis,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus catharinae,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus caucasicus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus coeruleus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus combustus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus complanatus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus concoeruleus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus conformis,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus cordicollis,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus corsicus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus cruciatus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus dalmatinus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus dauricus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus decorus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus deletus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus derelictus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus distinguendus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus dudichi,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus eleonorae,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus eques,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus fasciolatus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus femoratus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus florentinus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus fluviatilis,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus fortunatus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus fuliginosus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus fulvipes,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus gautieri,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus genei,Coleoptera,Carabidae,BOLD:FE,10,11,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=347322 
Ocydromus geniculatus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus glaber,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus glacialis,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus grandipennis,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus grapii,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus gredosanus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus grisvardi,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus gudenzii,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus hispanicus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus hummleri,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus hypocrita,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus ibericus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus incognitus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus iphigenia,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus israelita,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus italicus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus jacqueti,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus josephi,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus julianus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus justinae,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus kartalinicus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus lafertei,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus latinus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus leonensis,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus leonhardi,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus longipes,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus lucifugus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus lunatus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus magellensis,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus maritimus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus maroccanus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus martachemai,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus mckinleyi,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus menetriesii,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus meschniggi,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus milleri,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus modestus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus montanus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus monticola,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus nicaeensis,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus nobilis,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus obscurellus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus pallidicornis,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus paracomplanatus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus peliopterus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus penninus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus persicus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus petrosus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus pindicus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus praeustus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus pyrenaeus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus reiseri,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus relictus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus retipennis,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus rhaeticus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus rhodopensis,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus rionicus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus ripicola,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus rudis,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus rufimacula,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus saxatilis,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus scapularis,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus schmidti,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus semibraccatus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus siculus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus signatipennis,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus steinbuehleri,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus stephensii,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus stolfai,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus strictus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus subcostatus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus subflavescens,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus tabellatus,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus tauricus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus tergluensis,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus terminalis,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus testaceus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus tetracolus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus tetragrammus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus tetrasemus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus tibialis,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus transsylvanicus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus turcicus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus umiatensis,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus varicolor,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus vodozi,Coleoptera,Carabidae,FE,,,,,gap,
Ocydromus vseteckai,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocydromus yukonum,Coleoptera,Carabidae,FE,,,,,gap,
Ocys andreae,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocys angelae,Coleoptera,Carabidae,FE,,,,,gap,
Ocys beatricis,Coleoptera,Carabidae,FE,,,,,gap,
Ocys berbecum,Coleoptera,Carabidae,FE,,,,,gap,
Ocys crypticola,Coleoptera,Carabidae,FE,,,,,gap,
Ocys gubellinii,Coleoptera,Carabidae,FE,,,,,gap,
Ocys harpaloides,Coleoptera,Carabidae,BOLD:FE,21,26,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=167826 
Ocys hoffmanni,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocys inguscioi,Coleoptera,Carabidae,FE,,,,,gap,
Ocys monzinii,Coleoptera,Carabidae,FE,,,,,gap,
Ocys pecoudi,Coleoptera,Carabidae,FE,,,,,gap,
Ocys pennisii,Coleoptera,Carabidae,FE,,,,,gap,
Ocys pseudopaphius,Coleoptera,Carabidae,FE,,,,,gap,
Ocys quinquestriatus,Coleoptera,Carabidae,BOLD:FE,7,7,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=520108 
Ocys reticulatus,Coleoptera,Carabidae,FE,,,,FE,gap,
Ocys tachysoides,Coleoptera,Carabidae,BOLD:FE,13,13,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=766713 
Ocys tassii,Coleoptera,Carabidae,FE,,,,,gap,
Odacantha melanura,Coleoptera,Carabidae,BOLD:FE:iNat,30,37,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=282699 
Odontium argenteolum,Coleoptera,Carabidae,FE,,,,,gap,
Odontium foraminosum,Coleoptera,Carabidae,FE,,,,FE,gap,
Odontium foveum,Coleoptera,Carabidae,FE,,,,,gap,
Odontium lapponicum,Coleoptera,Carabidae,FE,,,,,gap,
Odontium laticolle,Coleoptera,Carabidae,FE,,,,,gap,
Odontium litorale,Coleoptera,Carabidae,FE,,,,,gap,
Odontium striatum,Coleoptera,Carabidae,FE,,,,FE,gap,
Odontium velox,Coleoptera,Carabidae,FE,,,,,gap,
Odontocarus cephalotes,Coleoptera,Carabidae,BOLD,1,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=171502 
Odotoncarus asiaticus,Coleoptera,Carabidae,FE,,,,FE,gap,
Odotoncarus cephalotes,Coleoptera,Carabidae,FE,,,,FE,gap,
Odotoncarus robustus,Coleoptera,Carabidae,FE,,,,FE,gap,
Oedesis caucasicus,Coleoptera,Carabidae,FE,,,,FE,gap,
Oedesis cyprius,Coleoptera,Carabidae,FE,,,,,gap,
Oedesis tomentosus,Coleoptera,Carabidae,FE,,,,FE,gap,
Oedesis villosulus,Coleoptera,Carabidae,FE,,,,FE,gap,
Olisthopus elongatus,Coleoptera,Carabidae,BOLD:FE,1,1,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1057181 
Olisthopus ericae,Coleoptera,Carabidae,FE,,,,,gap,
Olisthopus fuscatus,Coleoptera,Carabidae,FE,0,1,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=652714 
Olisthopus glabratus,Coleoptera,Carabidae,FE,,,,,gap,
Olisthopus glabricollis,Coleoptera,Carabidae,FE,,,,FE,gap,
Olisthopus hispanicus,Coleoptera,Carabidae,FE,,,,FE,gap,
Olisthopus humerosus,Coleoptera,Carabidae,FE,,,,,gap,
Olisthopus inclavatus,Coleoptera,Carabidae,FE,,,,,gap,
Olisthopus maderensis,Coleoptera,Carabidae,FE,,,,,gap,
Olisthopus palmensis,Coleoptera,Carabidae,FE,,,,,gap,
Olisthopus rotundatus,Coleoptera,Carabidae,BOLD:FE,8,15,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=371288 
Olisthopus sturmii,Coleoptera,Carabidae,FE,,,,FE,gap,
Omoglymmius germari,Coleoptera,Carabidae,FE,,,,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=772039 
Omophron limbatum,Coleoptera,Carabidae,BOLD:FE:iNat,48,57,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=167350 
Omphreus aetolicus,Coleoptera,Carabidae,FE,,,,,gap,
Omphreus apfelbecki,Coleoptera,Carabidae,FE,,,,FE,gap,
Omphreus bischoffi,Coleoptera,Carabidae,FE,,,,,gap,
Omphreus bjelasicensis,Coleoptera,Carabidae,FE,,,,,gap,
Omphreus gracilis,Coleoptera,Carabidae,FE,,,,,gap,
Omphreus krueperi,Coleoptera,Carabidae,FE,,,,,gap,
Omphreus lonai,Coleoptera,Carabidae,FE,,,,,gap,
Omphreus morio,Coleoptera,Carabidae,FE,,,,,gap,
Omphreus ovcarensis,Coleoptera,Carabidae,FE,,,,,gap,
Omphreus prekornicensis,Coleoptera,Carabidae,FE,,,,,gap,
Omphreus ravasinii,Coleoptera,Carabidae,FE,,,,,gap,
Omphreus serbooccidentalis,Coleoptera,Carabidae,FE,,,,,gap,
Omphreus weiratheri,Coleoptera,Carabidae,FE,,,,,gap,
Omphreus wohlberedti,Coleoptera,Carabidae,FE,,,,,gap,
Oodes gracilis,Coleoptera,Carabidae,BOLD:FE,8,10,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=383461 
Oodes helopioides,Coleoptera,Carabidae,BOLD:FE:iNat,38,46,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=309337 
Ophonus ardosiacus,Coleoptera,Carabidae,BOLD:FE:iNat,28,36,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=171402 
Ophonus azureus,Coleoptera,Carabidae,BOLD:FE:iNat,31,32,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=171399 
Ophonus bartoni,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus battus,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus brevicollis,Coleoptera,Carabidae,FE,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=171394 
Ophonus convexicollis,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus cordatus,Coleoptera,Carabidae,BOLD:FE,2,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=892860 
Ophonus cribrellus,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus cribricollis,Coleoptera,Carabidae,BOLD:FE,1,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=171396 
Ophonus cunii,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus diffinis,Coleoptera,Carabidae,BOLD:FE,1,3,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=496149 
Ophonus ferrugatus,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus franziniorum,Coleoptera,Carabidae,FE,,,,FE,gap,
Ophonus gabrieleae,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus gammeli,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus heinzi,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus incisus,Coleoptera,Carabidae,FE,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=976175 
Ophonus jailensis,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus jeanneli,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus judaeus,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus krueperi,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus laticollis,Coleoptera,Carabidae,BOLD:FE:iNat,10,20,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=282700 
Ophonus melletii,Coleoptera,Carabidae,BOLD:FE,23,23,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=330260 
Ophonus minimus,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus nigripennis,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus oblongus,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus opacus,Coleoptera,Carabidae,FE,0,1,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=171403 
Ophonus orientis,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus phoenix,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus pumilio,Coleoptera,Carabidae,FE,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=171400 
Ophonus puncticeps,Coleoptera,Carabidae,BOLD:FE:iNat,44,54,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=330151 
Ophonus puncticollis,Coleoptera,Carabidae,BOLD:FE,4,6,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=494815 
Ophonus quadricollis,Coleoptera,Carabidae,FE,,,,FE,gap,
Ophonus rotundatus,Coleoptera,Carabidae,FE,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=171398 
Ophonus rufibarbis,Coleoptera,Carabidae,BOLD:FE:iNat,40,51,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=330128 
Ophonus rupicola,Coleoptera,Carabidae,BOLD:FE,5,7,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=496143 
Ophonus sabulicola,Coleoptera,Carabidae,BOLD:FE,3,4,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=171404 
Ophonus similis,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus stictus,Coleoptera,Carabidae,BOLD:FE,2,4,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=171405 
Ophonus subquadratus,Coleoptera,Carabidae,BOLD:FE,9,10,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=772094 
Ophonus subsinuatus,Coleoptera,Carabidae,FE,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=171395 
Ophonus syriacus,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus transversus,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus veluchianus,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus wrasei,Coleoptera,Carabidae,FE,,,,,gap,
Ophonus xaxarsi,Coleoptera,Carabidae,FE,,,,,gap,
Oreonebria angustata,Coleoptera,Carabidae,FE,,,,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1133760 
